combined_rank,division_rank,first_name,last_name,alias,region,division,conservative_rating,mu,sigma,ordinal,matches_played,percentage_of_best
5490,54,Gunnar,Sundström,,SWE,Revolver,2.02,23.93,26.03,-54.15,4,10.73
5491,2086,Bjarne,Larning,bjarne,SWE,Production,2.02,25.2,27.54,-57.42,2,3.42
5492,1064,Anton,Vilminko,munko,SWE,Standard,2.02,24.33,26.5,-55.18,2,4.43
5493,2087,Kennet,Tingvall,,SWE,Production,2.02,24.3,26.47,-55.11,3,3.42
5494,428,Andreas,Matson,leatherneck,SWE,Pistol Caliber Carbine,2.02,24.96,27.26,-56.82,1,3.3
5495,1065,Björn,Wesslau,bjornw,SWE,Standard,2.02,24.76,27.01,-56.28,2,4.42
5496,558,jaakko,kangasvieri,jaakkok,SWE,Open,2.02,25.56,27.97,-58.35,2,2.33
5497,1141,Anton,P,redde,SWE,Production Optics,2.02,24.11,26.25,-54.64,2,2.75
5498,429,fredrik,.,frekjem,SWE,Pistol Caliber Carbine,2.02,24.5,26.72,-55.65,2,3.29
5499,2088,Liam,Habbershaw,,SWE,Production,2.02,23.65,25.7,-53.46,3,3.41
5500,430,Fredrik,Nilsson,pistolfredde,SWE,Pistol Caliber Carbine,2.01,25.2,27.55,-57.45,1,3.29
5501,559,Mathias,Duppils,,SWE,Open,2.01,26.5,29.09,-60.78,1,2.33
5502,560,Pär,Lundgren,snurre,SWE,Open,2.01,25.02,27.33,-56.98,2,2.33
5503,431,Christian,Swedeborg,,SWE,Pistol Caliber Carbine,2.01,24.9,27.2,-56.69,2,3.28
5504,2089,Fredrik,Eliasson,frelli,SWE,Production,2.01,24.89,27.18,-56.66,3,3.4
5505,2090,Eddie,Karlsson,silverjoker,SWE,Production,2.01,25.29,27.66,-57.69,1,3.4
5506,2091,Peter,Åkerling,,SWE,Production,2.01,23.29,25.29,-52.57,4,3.4
5507,1066,Pia,Clerté,,SWE,Standard,2.01,21.31,22.94,-47.5,10,4.4
5508,2092,Felix,Andersson,,SWE,Production,2.01,24.78,27.06,-56.4,4,3.4
5509,2093,Håkan,Lilja,,SWE,Production,2.01,24.31,26.5,-55.19,2,3.4
5510,561,Benny,Nilsson,,SWE,Open,2.0,25.11,27.45,-57.24,1,2.32
5511,1067,Richard,Albertsson,albertsson,SWE,Standard,2.0,23.24,25.23,-52.46,3,4.39
5512,562,Stefan,Nordh,spiderpriest,SWE,Open,2.0,23.78,25.88,-53.84,2,2.32
5513,1142,Roberth,J,robban74,SWE,Production Optics,2.0,24.04,26.19,-54.52,3,2.73
5514,2094,Patrik,Sedell,,SWE,Production,2.0,25.07,27.41,-57.16,2,3.39
5515,2095,Kim,Lundqvist,,SWE,Production,2.0,23.15,25.13,-52.23,3,3.39
5516,2096,Michael,Skoog,,SWE,Production,2.0,25.28,27.66,-57.7,3,3.39
5517,165,Kevin,Kirk,,SWE,Classic,2.0,24.23,26.42,-55.02,3,6.76
5518,2097,Ulf,Pernholt,,SWE,Production,2.0,25.07,27.41,-57.17,2,3.39
5519,432,JOPPE,Jönsson,joppe,SWE,Pistol Caliber Carbine,2.0,24.86,27.16,-56.63,1,3.26
5520,2098,Andy,Hällström,anh55,SWE,Production,2.0,17.25,18.12,-37.12,12,3.38
5521,1143,Andreas,Karlsson,addek,SWE,Production Optics,2.0,25.44,27.86,-58.13,1,2.72
5522,2099,Markus,Hellström,,SWE,Production,1.99,25.19,27.56,-57.49,2,3.38
5523,1068,Fredrik,S,axiom,SWE,Standard,1.99,23.73,25.83,-53.76,2,4.37
5524,2100,John,Ottosson,jot,SWE,Production,1.99,20.65,22.17,-45.86,7,3.37
5525,2101,Omeir,Jaber,,SWE,Production,1.99,24.43,26.66,-55.56,2,3.37
5526,1144,Leif,Erlandsson,113bom,SWE,Production Optics,1.99,24.87,27.18,-56.68,2,2.72
5527,1145,Kim,Karlsson,,SWE,Production Optics,1.99,25.07,27.42,-57.2,1,2.71
5528,1069,Robert,Bengtsson,,SWE,Standard,1.99,25.69,28.16,-58.79,1,4.36
5529,563,Amer,Balic,,SWE,Open,1.99,25.05,27.4,-57.16,1,2.3
5530,433,Tommy,Hellberg,varjen,SWE,Pistol Caliber Carbine,1.99,25.68,28.15,-58.76,1,3.25
5531,1070,Patrik,Åstrand,datacad,SWE,Standard,1.99,25.3,27.7,-57.8,2,4.35
5532,2102,Stefan,Sandström,,SWE,Production,1.99,24.37,26.6,-55.43,3,3.36
5533,2103,håkan,drott,,SWE,Production,1.98,23.43,25.48,-53.02,3,3.35
5534,1146,Björn,Bylund,,SWE,Production Optics,1.98,24.39,26.63,-55.5,2,2.7
5535,2104,Nicolas,Ter Wisscha,,SWE,Production,1.98,24.5,26.76,-55.77,2,3.35
5536,2105,Niels,Gout,,SWE,Production,1.98,23.46,25.52,-53.1,3,3.35
5537,564,Peter,Rödseth,roedseth,SWE,Open,1.98,25.36,27.78,-57.98,2,2.29
5538,1071,Adam,Bäckman,,SWE,Standard,1.98,24.72,27.02,-56.35,1,4.33
5539,2106,Gustav,Westerlund,,SWE,Production,1.98,24.29,26.51,-55.24,2,3.35
5540,434,Christoffer,Fagerback,crippen,SWE,Pistol Caliber Carbine,1.97,25.12,27.5,-57.39,1,3.22
5541,565,Charlie,Andersson,challe,SWE,Open,1.97,25.07,27.45,-57.27,1,2.28
5542,1072,Daniel,Westerlund,dannusw,SWE,Standard,1.97,13.71,13.94,-28.12,27,4.32
5543,1147,Mehrdad,Zargar Amini,,SWE,Production Optics,1.97,24.87,27.21,-56.75,2,2.69
5544,566,Sofia,Dohmen,sofia,SWE,Open,1.97,24.01,26.19,-54.55,4,2.28
5545,567,Thette,Holmberg,misspurple,SWE,Open,1.97,22.85,24.81,-51.57,4,2.28
5546,2107,Per,Lindfors,,SWE,Production,1.97,22.73,24.66,-51.26,4,3.34
5547,2108,Joakim,Karlsson,jocke,SWE,Production,1.97,24.39,26.64,-55.53,2,3.34
5548,2109,Hampus,Torstenson,hato,SWE,Production,1.97,22.92,24.89,-51.75,4,3.33
5549,2110,Lars,Ishäll,,SWE,Production,1.97,24.8,27.13,-56.59,2,3.33
5550,2111,Maximillian,Schönhausen,maximillian,SWE,Production,1.97,25.05,27.43,-57.24,2,3.33
5551,1073,Daniel,Bergström,thepirate77,SWE,Standard,1.97,24.63,26.92,-56.15,2,4.3
5552,435,Peter,Lindberg,,SWE,Pistol Caliber Carbine,1.96,25.12,27.51,-57.42,1,3.21
5553,1148,Attila,Vysehrad,attila,SWE,Production Optics,1.96,25.23,27.64,-57.69,1,2.68
5554,2112,Torbjörn,Åhlén,ebbot,SWE,Production,1.96,24.14,26.35,-54.9,3,3.32
5555,2113,Fredrik,Sunnermark,qarlzon,SWE,Production,1.96,25.29,27.71,-57.85,1,3.32
5556,2114,Olle,Wilén,ollew,SWE,Production,1.96,23.76,25.9,-53.93,3,3.32
5557,2115,Milos,Bogdanovic,,SWE,Production,1.96,24.81,27.15,-56.64,2,3.32
5558,2116,Filip,Goethals,,SWE,Production,1.96,25.28,27.7,-57.83,1,3.32
5559,2117,Lars,Edvardsson,,SWE,Production,1.96,23.02,25.02,-52.04,3,3.32
5560,1149,Richard,Pettersson,rico,SWE,Production Optics,1.96,25.24,27.67,-57.75,1,2.67
5561,1074,pasi,pirttikoski,trooper,SWE,Standard,1.96,21.57,23.3,-48.34,7,4.28
5562,1075,Mikael,Sundén,,SWE,Standard,1.96,23.55,25.65,-53.42,2,4.28
5563,2118,Kristofer,Lindgren,kingkribb,SWE,Production,1.96,24.23,26.46,-55.15,2,3.31
5564,1150,Walter,Wimmercranz,,SWE,Production Optics,1.96,25.27,27.71,-57.85,1,2.67
5565,2119,Mattias,Wingsköld,mattiasw,SWE,Production,1.95,23.98,26.16,-54.52,2,3.31
5566,2120,Eric,Skytt,skytt,SWE,Production,1.95,23.32,25.39,-52.85,3,3.31
5567,436,Adam,Larsson,adalar,SWE,Pistol Caliber Carbine,1.95,24.9,27.26,-56.89,2,3.19
5568,2121,Simon,Brorsson,,SWE,Production,1.95,24.55,26.85,-56.01,2,3.31
5569,568,Lars,Ackehed,,SWE,Open,1.95,25.18,27.59,-57.61,2,2.26
5570,437,Mathias,Adolfsson,mathiasa,SWE,Pistol Caliber Carbine,1.95,24.89,27.25,-56.87,2,3.18
5571,2122,Tommy,Olofsson,tuppa,SWE,Production,1.95,24.65,26.97,-56.25,2,3.3
5572,2123,Leif,Erlandsson,113bom,SWE,Production,1.95,23.52,25.63,-53.37,3,3.3
5573,569,Kim,Falkenback,,SWE,Open,1.95,24.81,27.17,-56.68,1,2.25
5574,2124,Jonatan,Stofkoper,snowball,SWE,Production,1.95,25.34,27.79,-58.03,1,3.3
5575,570,Per,Ekelund,ekis,SWE,Open,1.95,24.87,27.24,-56.85,1,2.25
5576,166,Erik,Gärdin,gerdin,SWE,Classic,1.95,24.58,26.89,-56.1,2,6.58
5577,2125,Thomas,Svendsen,,SWE,Production,1.95,24.16,26.39,-55.02,2,3.3
5578,2126,Anders,Ro (#1386),doctorglock,SWE,Production,1.94,24.42,26.71,-55.7,2,3.29
5579,571,Patrik,Carlsson,modestyblaise,SWE,Open,1.94,25.24,27.68,-57.79,1,2.25
5580,438,Henrik,Nordh,,SWE,Pistol Caliber Carbine,1.94,24.97,27.36,-57.12,1,3.17
5581,2127,Jonnie,Borg,jonnie,SWE,Production,1.94,25.45,27.93,-58.33,1,3.29
5582,2128,Jonatan,Karreskog,,SWE,Production,1.94,25.11,27.53,-57.48,2,3.29
5583,2129,Eric,Pütter,,SWE,Production,1.94,24.61,26.93,-56.2,2,3.28
5584,439,Josef,Yousefian,jose,SWE,Pistol Caliber Carbine,1.94,24.82,27.19,-56.74,2,3.16
5585,2130,NIKLAS,HAMMARSTRÖM,,SWE,Production,1.94,24.56,26.88,-56.08,6,3.28
5586,2131,Filip,Hammartorp,,SWE,Production,1.93,22.59,24.54,-51.03,4,3.28
5587,1076,Robert,Svensson,,SWE,Standard,1.93,24.36,26.65,-55.58,2,4.24
5588,1077,Klas,NotKnown,securitymanager,SWE,Standard,1.93,25.28,27.74,-57.93,2,4.23
5589,440,Michael,Matèrn,,SWE,Pistol Caliber Carbine,1.93,24.75,27.11,-56.58,1,3.15
5590,2132,Elvis,Muratovic,,SWE,Production,1.93,25.2,27.64,-57.74,1,3.27
5591,2133,Rolf,Jakobsson,skrotis,SWE,Production,1.93,23.99,26.21,-54.63,4,3.27
5592,441,Wille,E,,SWE,Pistol Caliber Carbine,1.93,25.54,28.05,-58.61,1,3.15
5593,442,Mattias,Wrande,,SWE,Pistol Caliber Carbine,1.93,25.62,28.15,-58.82,1,3.15
5594,572,Thomas,Eldenek,tel,SWE,Open,1.93,24.91,27.31,-57.01,3,2.23
5595,2134,Daniel,Falk,sloth,SWE,Production,1.93,25.11,27.54,-57.52,2,3.27
5596,2135,Alexander,Kirezopoulos Åwall,,SWE,Production,1.93,24.44,26.75,-55.81,2,3.27
5597,1078,Ola,Thorsson,thorsson,SWE,Standard,1.93,24.53,26.86,-56.04,2,4.22
5598,1151,Mats,Lisstrand,minister,SWE,Production Optics,1.93,25.58,28.1,-58.73,1,2.63
5599,443,Ken,Truong,,SWE,Pistol Caliber Carbine,1.93,25.33,27.81,-58.09,1,3.14
5600,1152,Anders,Zander,masterwelder,SWE,Production Optics,1.93,24.92,27.32,-57.03,1,2.63
5601,1153,Jonatan,S,snowball,SWE,Production Optics,1.93,24.82,27.2,-56.78,1,2.63
5602,1079,Rickard,Dysenius,dysse,SWE,Standard,1.92,22.69,24.67,-51.32,7,4.21
5603,2136,Jörgen,Hult,jhult,SWE,Production,1.92,24.03,26.27,-54.78,6,3.25
5604,2137,Hans,Gustafsson,,SWE,Production,1.92,24.28,26.57,-55.42,3,3.25
5605,2138,Thomas,NotKnown,swelance,SWE,Production,1.92,25.16,27.61,-57.68,2,3.25
5606,1154,Max,Varricchio,manno,SWE,Production Optics,1.92,22.0,23.86,-49.57,4,2.62
5607,1080,,Fredriksson,fredriksson,SWE,Standard,1.92,24.6,26.95,-56.24,2,4.2
5608,1155,Sebastian,Pezoa,spf,SWE,Production Optics,1.92,25.08,27.53,-57.5,1,2.61
5609,2139,Hampus,Bolin,,SWE,Production,1.92,24.3,26.59,-55.48,2,3.24
5610,1081,Daniel,Dywling,dywling,SWE,Standard,1.91,26.2,28.86,-60.37,2,4.19
5611,2140,Filip,Haglund,,SWE,Production,1.91,23.43,25.56,-53.26,3,3.24
5612,2141,Markus,Bäckman,,SWE,Production,1.91,24.54,26.89,-56.12,2,3.24
5613,573,Douglas,Swanmark,,SWE,Open,1.91,25.12,27.58,-57.61,1,2.21
5614,2142,Fabian,Häge,,SWE,Production,1.91,25.04,27.48,-57.4,1,3.23
5615,2143,Samuel,Nilsson,,SWE,Production,1.91,24.22,26.52,-55.32,2,3.23
5616,1156,Magnus,Edström,mange,SWE,Production Optics,1.91,24.98,27.42,-57.27,1,2.6
5617,574,Julian,A,manowar,SWE,Open,1.91,24.13,26.4,-55.07,2,2.21
5618,2144,Dusko,Komso,,SWE,Production,1.91,24.85,27.26,-56.93,3,3.23
5619,2145,Fredrik,Wiklund,frwi,SWE,Production,1.9,24.38,26.7,-55.73,2,3.22
5620,2146,Daniel,Janzen,pertinax,SWE,Production,1.9,24.91,27.34,-57.1,2,3.22
5621,444,Nils,Norin,airborneswe,SWE,Pistol Caliber Carbine,1.9,25.15,27.63,-57.73,1,3.1
5622,2147,Max,Varricchio,manno,SWE,Production,1.9,18.43,19.63,-40.48,10,3.22
5623,445,Fredrik,Lundhag,jolt,SWE,Pistol Caliber Carbine,1.9,25.56,28.11,-58.77,1,3.1
5624,1082,Patrik,Selinder,selinder,SWE,Standard,1.9,25.55,28.09,-58.74,1,4.16
5625,446,Jonas,Qvarfordt,gosta,SWE,Pistol Caliber Carbine,1.9,24.94,27.38,-57.19,2,3.1
5626,2148,Joakim,Kjellström,,SWE,Production,1.9,23.45,25.61,-53.39,3,3.21
5627,1157,Jimmy,Sigeklint,,SWE,Production Optics,1.9,25.06,27.52,-57.5,1,2.59
5628,2149,Christian,Skoglund,,SWE,Production,1.9,24.13,26.42,-55.13,2,3.21
5629,1158,Andreas,Johannesson,adde317,SWE,Production Optics,1.89,24.95,27.39,-57.22,1,2.58
5630,2150,Jens,Axelsson,,SWE,Production,1.89,25.59,28.15,-58.87,1,3.21
5631,2151,Ronnie,Persson,,SWE,Production,1.89,23.39,25.54,-53.24,4,3.21
5632,2152,John,Dahlbom,jwd81,SWE,Production,1.89,23.72,25.94,-54.1,2,3.2
5633,2153,FREDRIK,SVANE,,SWE,Production,1.89,24.12,26.41,-55.12,2,3.2
5634,1159,Mikael,Jung,jung,SWE,Production Optics,1.89,25.15,27.63,-57.74,1,2.58
5635,1083,Stefan,Toth,stefanuds,SWE,Standard,1.89,25.54,28.1,-58.76,1,4.14
5636,1160,Niklas,Grip,,SWE,Production Optics,1.89,25.39,27.93,-58.38,1,2.58
5637,1161,Daniel,Lundström,,SWE,Production Optics,1.89,24.17,26.47,-55.23,2,2.58
5638,2154,Tommy,Lengstrand,,SWE,Production,1.89,22.88,24.93,-51.93,3,3.2
5639,1162,Christofer,Jörgensen,,SWE,Production Optics,1.89,24.13,26.43,-55.15,2,2.58
5640,447,Odd,Orshammar,,SWE,Pistol Caliber Carbine,1.89,24.49,26.86,-56.08,1,3.08
5641,2155,Christoffer,With,,SWE,Production,1.89,25.19,27.68,-57.86,2,3.19
5642,1163,Andreas,Hanna,,SWE,Production Optics,1.89,25.59,28.16,-58.9,1,2.57
5643,1164,Kenneth,Hansen,,SWE,Production Optics,1.89,23.63,25.83,-53.87,2,2.57
5644,2156,Robin,Alsparr,,SWE,Production,1.89,23.6,25.81,-53.81,2,3.19
5645,575,Martin,Orbeus,,SWE,Open,1.88,24.68,27.09,-56.59,1,2.18
5646,448,Anders,Bengtsson,abe75,SWE,Pistol Caliber Carbine,1.88,24.77,27.2,-56.82,1,3.07
5647,2157,Björn,Nehl,,SWE,Production,1.88,25.36,27.89,-58.32,1,3.19
5648,576,Kristofer,Larsen,bruno02,SWE,Open,1.88,25.02,27.5,-57.47,1,2.18
5649,449,Björn,Blomstedt,dotz,SWE,Pistol Caliber Carbine,1.88,24.26,26.59,-55.52,2,3.07
5650,1084,Per,Lundin,perlundin,SWE,Standard,1.88,24.65,27.05,-56.51,3,4.12
5651,2158,Fredrik,Plantin,plantin,SWE,Production,1.88,25.03,27.51,-57.5,3,3.18
5652,2159,Torbjörn,Ferndahl,,SWE,Production,1.88,25.3,27.82,-58.17,1,3.18
5653,2160,peter,blom,,SWE,Production,1.88,24.05,26.34,-54.96,5,3.18
5654,1085,Ilpo,Heinola,,SWE,Standard,1.88,24.24,26.57,-55.46,2,4.12
5655,2161,Hampus,Lind,,SWE,Production,1.88,24.3,26.64,-55.63,2,3.18
5656,1086,Mathias,Johnson,mjohnson,SWE,Standard,1.88,25.03,27.51,-57.49,1,4.11
5657,2162,Mac,Sandberg,,SWE,Production,1.88,25.38,27.93,-58.4,1,3.18
5658,450,Wictor,Rydell,,SWE,Pistol Caliber Carbine,1.88,24.77,27.21,-56.84,1,3.06
5659,1087,Linus,Örnvinge,lucifer,SWE,Standard,1.87,23.92,26.19,-54.65,3,4.1
5660,577,Carl,Gustafsson,,SWE,Open,1.87,25.21,27.73,-57.97,1,2.17
5661,1165,Johanna,Astner,,SWE,Production Optics,1.87,24.84,27.29,-57.03,2,2.55
5662,451,D,Vik,frim,SWE,Pistol Caliber Carbine,1.87,24.55,26.95,-56.29,1,3.05
5663,2163,Patrik,Eklöf,,SWE,Production,1.87,23.31,25.48,-53.12,2,3.17
5664,578,Tomas,Hermander,glock4u,SWE,Open,1.87,25.29,27.83,-58.19,9,2.16
5665,1166,Allan,Grandestedt,allang,SWE,Production Optics,1.87,25.2,27.73,-57.97,1,2.55
5666,579,Markus,Frohm,,SWE,Open,1.87,24.68,27.1,-56.63,1,2.16
5667,452,Robin,Andersson,,SWE,Pistol Caliber Carbine,1.87,25.02,27.5,-57.49,1,3.05
5668,1088,Thomas,Lind,,SWE,Standard,1.87,24.95,27.42,-57.33,1,4.09
5669,580,Anton,Dahlin,eagleeyes,SWE,Open,1.87,25.05,27.55,-57.6,1,2.16
5670,2164,Chuck,A,,SWE,Production,1.87,24.94,27.42,-57.31,2,3.16
5671,167,Anton,P,redde,SWE,Classic,1.87,25.3,27.84,-58.23,1,6.31
5672,1089,Dennis,Edman,netnut,SWE,Standard,1.87,23.77,26.03,-54.32,4,4.08
5673,1167,Carl,Bengtsson,,SWE,Production Optics,1.86,24.49,26.88,-56.15,2,2.54
5674,2165,Jens,Mazzanti-Myretyr,,SWE,Production,1.86,24.92,27.39,-57.26,2,3.15
5675,2166,Johan,Haraldsson,,SWE,Production,1.86,25.46,28.03,-58.64,1,3.15
5676,2167,Cyrus,Stewart,,SWE,Production,1.86,24.8,27.25,-56.95,2,3.15
5677,453,Peter,Hammarstedt,hammer77,SWE,Pistol Caliber Carbine,1.86,25.5,28.08,-58.76,1,3.04
5678,581,Mattias,Lindén,saittam,SWE,Open,1.86,23.83,26.11,-54.49,3,2.15
5679,2168,Hans,NotKnown,hans,SWE,Production,1.86,25.52,28.12,-58.83,1,3.15
5680,168,Hans,Augustsson,,SWE,Classic,1.86,24.61,27.03,-56.49,2,6.29
5681,1090,Vladimir,Veanes Steiner,steiner,SWE,Standard,1.86,24.96,27.45,-57.38,5,4.07
5682,2169,Jonathan,Rask Nordvall,,SWE,Production,1.86,24.84,27.31,-57.09,2,3.14
5683,1168,Morgan,Johansson Cropper,,SWE,Production Optics,1.86,25.01,27.51,-57.53,1,2.53
5684,1169,Magnus,Avrén,,SWE,Production Optics,1.86,25.32,27.88,-58.32,1,2.53
5685,582,Håkan,Eriksson,,SWE,Open,1.86,25.1,27.62,-57.75,1,2.15
5686,2170,Mikael,Sörbom,sorbom,SWE,Production,1.86,23.98,26.29,-54.89,7,3.14
5687,1091,Johan,Vennerstrand,,SWE,Standard,1.86,24.23,26.59,-55.53,2,4.06
5688,454,Robin,Hellström,blomman,SWE,Pistol Caliber Carbine,1.86,25.11,27.63,-57.77,1,3.03
5689,1092,Martin,Axelsson,,SWE,Standard,1.86,16.25,17.11,-35.07,15,4.06
5690,2171,Rasmus,Hammarström,,SWE,Production,1.86,24.58,27.0,-56.41,2,3.14
5691,2172,Kim,Tjärnberg,kimtjarnberg,SWE,Production,1.85,25.3,27.85,-58.26,1,3.14
5692,2173,Jonas,Sanderyd,sanderyd,SWE,Production,1.85,22.69,24.75,-51.57,4,3.14
5693,1170,Josefina,Dahlgren,joda,SWE,Production Optics,1.85,24.18,26.52,-55.4,2,2.53
5694,1093,Tove,Kuhberg,tojjtojj,SWE,Standard,1.85,23.5,25.71,-53.65,3,4.06
5695,1171,Ulf,Åström,jaggaxk8,SWE,Production Optics,1.85,24.01,26.32,-54.96,2,2.53
5696,455,Peter,Piscator,piscus,SWE,Pistol Caliber Carbine,1.85,25.24,27.79,-58.13,1,3.02
5697,1172,Fredrik,Petersson,,SWE,Production Optics,1.85,25.06,27.58,-57.67,1,2.52
5698,456,Robert,Kastman,kastman,SWE,Pistol Caliber Carbine,1.85,25.42,28.0,-58.59,1,3.02
5699,2174,Peter,Claesson,pc65,SWE,Production,1.85,21.76,23.65,-49.2,6,3.13
5700,1094,Stefan,Vestman,vestman,SWE,Standard,1.85,24.44,26.84,-56.08,4,4.05
5701,169,Bernt,Andersson,bernt58,SWE,Classic,1.85,20.03,21.61,-44.79,9,6.25
5702,170,Richard W,Lundgren,mabuse,SWE,Classic,1.85,22.33,24.34,-50.69,4,6.25
5703,2175,Zakarias,Engfors,,SWE,Production,1.85,24.81,27.28,-57.03,2,3.13
5704,2176,William,Mårtensson,williamm,SWE,Production,1.85,25.22,27.77,-58.09,1,3.13
5705,1173,Mikael,Bergman,,SWE,Production Optics,1.85,24.8,27.27,-57.01,1,2.52
5706,171,Andy,Sundblad,asundblad,SWE,Classic,1.85,24.47,26.88,-56.17,2,6.25
5707,2177,Johan,Jakobsson,,SWE,Production,1.85,25.37,27.95,-58.48,1,3.13
5708,2178,Victor,Höglund,,SWE,Production,1.84,24.94,27.44,-57.38,2,3.12
5709,2179,Michael,Björk,,SWE,Production,1.84,24.3,26.68,-55.73,2,3.12
5710,2180,Michal,Podobas,,SWE,Production,1.84,24.82,27.3,-57.08,2,3.12
5711,583,Robin,Lennartsson,lugerpastorn,SWE,Open,1.84,24.66,27.11,-56.67,1,2.13
5712,2181,Emil,Sundgren,sundgren2,SWE,Production,1.84,22.59,24.65,-51.37,4,3.12
5713,2182,Miranda,Bjurshagen,,SWE,Production,1.84,24.93,27.44,-57.38,2,3.12
5714,1174,Anders,Baer,awb,SWE,Production Optics,1.84,25.06,27.59,-57.72,1,2.51
5715,2183,Göran,Bager,,SWE,Production,1.84,25.36,27.95,-58.49,1,3.11
5716,2184,Lennart,Holmberg,paramedic66,SWE,Production,1.84,21.19,22.99,-47.79,6,3.11
5717,2185,Robin,Olsson,,SWE,Production,1.83,24.18,26.56,-55.49,2,3.1
5718,1175,Leif,Svensson,,SWE,Production Optics,1.83,24.7,27.18,-56.82,1,2.5
5719,457,Felix,Pütter,,SWE,Pistol Caliber Carbine,1.83,24.64,27.1,-56.65,2,2.99
5720,2186,"John ""JJ""",Nilsson,jjnilsson,SWE,Production,1.83,24.67,27.14,-56.75,2,3.1
5721,2187,Eric,Ekeberg,eric01,SWE,Production,1.83,25.77,28.45,-59.57,1,3.1
5722,2188,Björn,Rickan,,SWE,Production,1.83,24.38,26.79,-56.0,2,3.1
5723,1176,Hreidar,Gestsson,,SWE,Production Optics,1.83,25.07,27.62,-57.77,1,2.5
5724,1177,Torbjörn,Åhlén,ebbot,SWE,Production Optics,1.83,24.18,26.56,-55.49,2,2.49
5725,458,Madeleine,Tö,,SWE,Pistol Caliber Carbine,1.83,24.8,27.29,-57.08,2,2.98
5726,1178,Roger,Alpmark,,SWE,Production Optics,1.83,24.55,27.0,-56.45,2,2.49
5727,172,Erik,B,drfoxduck,SWE,Classic,1.83,25.05,27.6,-57.74,2,6.18
5728,2189,Gustav,Klasson,greger,SWE,Production,1.82,24.66,27.13,-56.74,2,3.09
5729,459,Daniel,Streiby,surgubben,SWE,Pistol Caliber Carbine,1.82,25.16,27.73,-58.02,1,2.97
5730,1179,Jens,Karström,,SWE,Production Optics,1.82,23.95,26.29,-54.92,2,2.48
5731,584,William,Sandström,wucs,SWE,Open,1.82,24.81,27.31,-57.12,1,2.11
5732,2190,Richard,Sandström,,SWE,Production,1.82,25.1,27.65,-57.87,1,3.08
5733,1095,Pierre,,,SWE,Standard,1.82,25.48,28.11,-58.84,1,3.99
5734,585,Sven-Erik,Hurtig,,SWE,Open,1.82,25.15,27.72,-58.01,1,2.11
5735,460,Hakan,Basaran,lejon76,SWE,Pistol Caliber Carbine,1.82,25.18,27.76,-58.09,1,2.97
5736,2191,Stefan,Brodin,stefanb,SWE,Production,1.82,24.71,27.2,-56.89,2,3.08
5737,1180,Ronny,Bergström,bul38super,SWE,Production Optics,1.82,25.09,27.65,-57.87,1,2.48
5738,2192,David,Rasmussen,,SWE,Production,1.82,25.22,27.81,-58.21,1,3.08
5739,2193,Thomas,Stenberg,tst,SWE,Production,1.82,22.9,25.05,-52.26,3,3.08
5740,2194,Kristoffer,Edholm,,SWE,Production,1.82,24.65,27.13,-56.74,4,3.08
5741,1181,Fredrik,Asklund,,SWE,Production Optics,1.82,25.2,27.79,-58.15,1,2.48
5742,2195,Martin,Erks,,SWE,Production,1.81,24.6,27.07,-56.61,2,3.07
5743,2196,Johan,Wahlberg,,SWE,Production,1.81,24.81,27.32,-57.16,2,3.07
5744,2197,Matz,Andersson,,SWE,Production,1.81,24.07,26.44,-55.25,2,3.07
5745,2198,Filip,Saxmo,filip21,SWE,Production,1.81,23.96,26.31,-54.98,3,3.07
5746,173,Lars,Mellberg,mellis,SWE,Classic,1.81,25.11,27.69,-57.95,2,6.13
5747,2199,Max,Otterblad,,SWE,Production,1.81,24.42,26.86,-56.17,2,3.06
5748,1096,Andreas,Törngren,,SWE,Standard,1.81,22.95,25.12,-52.41,3,3.96
5749,1097,Erik,Tunestål,tune,SWE,Standard,1.81,23.04,25.23,-52.64,3,3.96
5750,2200,Åke,Pettersson,8x57,SWE,Production,1.81,24.69,27.19,-56.88,2,3.06
5751,2201,Mattias,Alsterberg,,SWE,Production,1.81,25.06,27.64,-57.84,1,3.06
5752,2202,Martin,Bach,,SWE,Production,1.81,24.06,26.44,-55.26,2,3.06
5753,2203,Jimmie,Fyhr,,SWE,Production,1.8,24.16,26.56,-55.53,2,3.06
5754,1098,Roberth,J,robban74,SWE,Standard,1.8,24.78,27.3,-57.11,2,3.95
5755,2204,Mattias,Vipeland,,SWE,Production,1.8,22.44,24.52,-51.12,4,3.05
5756,2205,Olle,Birgersson,,SWE,Production,1.8,24.49,26.95,-56.37,2,3.05
5757,1099,Ludvig,Persson,,SWE,Standard,1.8,25.08,27.66,-57.89,4,3.95
5758,2206,Ted,Eriksson,,SWE,Production,1.8,24.9,27.45,-57.44,2,3.05
5759,586,Martin,Pärnaste,scottglenn,SWE,Open,1.8,24.68,27.18,-56.86,3,2.09
5760,2207,Martin,Fridholm,,SWE,Production,1.8,24.52,27.0,-56.46,2,3.05
5761,2208,Simon,Persson,simon,SWE,Production,1.8,24.12,26.52,-55.43,2,3.05
5762,461,Henrik,Andersson,,SWE,Pistol Caliber Carbine,1.8,24.59,27.08,-56.65,2,2.94
5763,1182,Filip,Haglund,hagge,SWE,Production Optics,1.8,25.1,27.68,-57.94,1,2.45
5764,2209,Razmik,Aroyan,m16raz,SWE,Production,1.8,22.73,24.86,-51.87,5,3.05
